Network,Program,Season,Campaign Type,Campaign Custom,Start Year,Start Month,Start Day,End Year,End Month,End Day,Campaign ID,Agency,Publisher,Buy Method,Inventory Type,Package Custom,Package ID,Episode Start,Episode End,Tentpole Details,Tactic,Device,Ad Type,Targeting Type 1,Targeting Type 2,Targeting Type 3,Targeting Type 4,Audience Type,Width,Height,Placement ID,Creative Group,Ad Custom,Ad ID,Creative Network,Creative Program,Creative Season,Creative Message,Creative Theme Custom,Creative Version Number,A/B Test Label,Video Length,Creative Start Month,Creative Start Day,Creative End Month,Creative End Day,Creative Id,Omniture Code
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,Q4,2017,10,01,,12,31,NCM_NEVD_X_TI_Q4_20171001-20171231,ASG,Roblox,CPM,Run of Site,X,NCM_NEVD_X_ASG_RBLX_CPM_ROS_X,,,X,Video,Desktop,Non-Skippable Video,Contextual,Day Parting,None,None,Gaming,,,NCM_NEVD_X_X_ASG_VID_DXX_RBLX_CPM_NSV_ROS_CT-DP-XX-XX_Gaming_X_1001-1231,Always On,X,NCM_NEVD_X_AON_RBLX_X_X,Nick Consumer Marketing,Lemoncello,N/A,Coming Soon,X,01,Not Applicable,15s,10,01,10,02,NCM_NEVD_X_AON_CS_NCM-LMCL-X-X_01_XX_15s_1001-1002,/?xid=crm_NCM_NEVD_X_RBLX
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,Q4,2017,10,01,,12,31,NCM_NEVD_X_TI_Q4_20171001-20171231,ASG,Vungle,CPM,Run of Site,X,NCM_NEVD_X_ASG_VNGL_CPM_ROS_X,,,X,Video,Mobile/Tablet,Non-Skippable Video,Contextual,Day Parting,None,None,Gaming,,,NCM_NEVD_X_X_ASG_VID_MTX_VNGL_CPM_NSV_ROS_CT-DP-XX-XX_Gaming_X_1001-1231,Always On,X,NCM_NEVD_X_AON_VNGL_X_X,Nick Consumer Marketing,I Am Frankie,S01,Coming Soon,Finale,01,Not Applicable,15s,10,01,10,04,NCM_NEVD_X_AON_CS_NCM-IAFK-S01-Finale_01_XX_15s_1001-1004,/?xid=crm_NCM_NEVD_X_VNGL
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,Q4,2017,10,01,,12,31,NCM_NEVD_X_TI_Q4_20171001-20171231,ASG,EA Games,CPM,Run of Site,X,NCM_NEVD_X_ASG_EAGM_CPM_ROS_X,,,X,Video,Desktop,Non-Skippable Video,Contextual,Day Parting,None,None,Gaming,,,NCM_NEVD_X_X_ASG_VID_DXX_EAGM_CPM_NSV_ROS_CT-DP-XX-XX_Gaming_X_1001-1231,Always On,X,NCM_NEVD_X_AON_EAGM_X_X,Nick Consumer Marketing,Lemoncello,N/A,Coming Soon,X,01,Not Applicable,15s,10,01,10,02,NCM_NEVD_X_AON_CS_NCM-LMCL-X-X_01_XX_15s_1001-1002,/?xid=crm_NCM_NEVD_X_EAGM
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,Q4,2017,10,01,,12,31,NCM_NEVD_X_TI_Q4_20171001-20171231,ASG,Playwire,CPM,Run of Site,X,NCM_NEVD_X_ASG_PLWR_CPM_ROS_X,,,X,Video,Desktop,Non-Skippable Video,Contextual,Day Parting,None,None,Gaming,,,NCM_NEVD_X_X_ASG_VID_DXX_PLWR_CPM_NSV_ROS_CT-DP-XX-XX_Gaming_X_1001-1231,Always On,X,NCM_NEVD_X_AON_PLWR_X_X,Nick Consumer Marketing,Lemoncello,N/A,Coming Soon,HenryDanger,01,Not Applicable,15s,10,01,10,02,NCM_NEVD_X_AON_CS_NCM-LMCL-X-HenryDanger_01_XX_15s_1001-1002,/?xid=crm_NCM_NEVD_X_PLWR
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,Q4,2017,10,01,,12,31,NCM_NEVD_X_TI_Q4_20171001-20171231,ASG,Battery Pop,CPM,Run of Channel/Section,X,NCM_NEVD_X_ASG_BYPP_CPM_ROC_X,,,X,Video,Connected TV,Non-Skippable Video,Contextual,Day Parting,None,None,RunOfChannelList,,,NCM_NEVD_X_X_ASG_VID_CXX_BYPP_CPM_NSV_ROC_CT-DP-XX-XX_RunOfChannelList_X_1001-1231,Always On,X,NCM_NEVD_X_AON_BYPP_X_X,Nick Consumer Marketing,Lemoncello,N/A,Coming Soon,X,01,Not Applicable,15s,10,01,10,02,NCM_NEVD_X_AON_CS_NCM-LMCL-X-X_01_XX_15s_1001-1002,/?xid=crm_NCM_NEVD_X_BYPP
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,Q4,2017,10,01,,12,31,NCM_NEVD_X_TI_Q4_20171001-20171231,ASG,Traction Labs,CPV (Cost per View),Run of Site,X,NCM_NEVD_X_ASG_TCLB_CPV_ROS_X,,,X,Video,Desktop,Non-Skippable Video,Contextual,Day Parting,None,None,Educ-Craft-Entertain-Lifestyle,,,NCM_NEVD_X_X_ASG_VID_DXX_TCLB_CPV_NSV_ROS_CT-DP-XX-XX_Educ-Craft-Entertain-Lifestyle_X_1001-1231,Always On,X,NCM_NEVD_X_AON_TCLB_X_X,Nick Consumer Marketing,Lemoncello,N/A,Coming Soon,X,01,Not Applicable,15s,10,01,10,02,NCM_NEVD_X_AON_CS_NCM-LMCL-X-X_01_XX_15s_1001-1002,/?xid=crm_NCM_NEVD_X_TCLB
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,Q4,2017,10,01,,12,31,NCM_NEVD_X_TI_Q4_20171001-20171231,ASG,CW,CPM,Run of Site,X,NCM_NEVD_X_ASG_TCWN_CPM_ROS_X,,,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Contextual,Day Parting,None,None,RunOfShowList,,,NCM_NEVD_X_X_ASG_VID_DMT_TCWN_CPM_NSV_ROS_CT-DP-XX-XX_RunOfShowList_X_1001-1231,Always On,X,NCM_NEVD_X_AON_TCWN_X_X,Nick Consumer Marketing,Lemoncello,N/A,Coming Soon,X,01,Not Applicable,15s,10,01,10,02,NCM_NEVD_X_AON_CS_NCM-LMCL-X-X_01_XX_15s_1001-1002,/?xid=crm_NCM_NEVD_X_TCWN
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,Q4,2017,10,01,,12,31,NCM_NEVD_X_TI_Q4_20171001-20171231,ASG,YouTube,CPM,Run of Site,X,NCM_NEVD_X_ASG_YTBE_CPM_ROS_X,,,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,Contextual,Day Parting,None,Placement-KWs-Affinities,,,NCM_NEVD_X_X_ASG_VID_DMT_YTBE_CPM_NSV_ROS_BT-CT-DP-XX_Placement-KWs-Affinities_X_1001-1231,Always On,X,NCM_NEVD_X_AON_YTBE_X_X,Nick Consumer Marketing,Lemoncello,N/A,Coming Soon,X,01,Not Applicable,05s,10,01,10,02,NCM_NEVD_X_AON_CS_NCM-LMCL-X-X_01_XX_05s_1001-1002,/?xid=crm_NCM_NEVD_X_YTBE
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,Q4,2017,10,01,,12,31,NCM_NEVD_X_TI_Q4_20171001-20171231,ASG,FullScreen,CPM,Run of Channel/Section,X,NCM_NEVD_X_ASG_FSCN_CPM_ROC_X,,,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Contextual,Day Parting,None,None,RunOfChannelList,,,NCM_NEVD_X_X_ASG_VID_DMT_FSCN_CPM_NSV_ROC_CT-DP-XX-XX_RunOfChannelList_X_1001-1231,Always On,X,NCM_NEVD_X_AON_FSCN_X_X,Nick Consumer Marketing,Lemoncello,N/A,Coming Soon,X,01,Not Applicable,15s,10,01,10,02,NCM_NEVD_X_AON_CS_NCM-LMCL-X-X_01_XX_15s_1001-1002,/?xid=crm_NCM_NEVD_X_FSCN
Nick Consumer Marketing,Dating Naked,N/A,Tune-In,Q4,2017,10,01,,12,31,NCM_DGNK_X_TI_Q4_20171001-20171231,ASG,Facebook,Dynamic CPV (Cost per View),Run of Site,X,NCM_DGNK_X_ASG_FCBK_DVW_ROS_X,,,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,Day Parting,None,None,NickCore-Affinity-Interest,,,NCM_DGNK_X_X_ASG_VID_DMT_FCBK_DVW_NSV_ROS_BT-DP-XX-XX_NickCore-Affinity-Interest_X_1001-1231,Always On,X,NCM_DGNK_X_AON_FCBK_X_X,Nick Consumer Marketing,Lemoncello,N/A,Coming Soon,X,01,Not Applicable,15s,10,01,10,02,NCM_DGNK_X_AON_CS_X_01_XX_15s_1001-1002,/?xid=crm_NCM_DGNK_X_FCBK
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,Q4,2017,11,27,,12,06,NCM_NEVD_X_TI_Q4_20171127-20171206,ASG,SkoolLive,Flat Fee,Run of Site,X,NCM_NEVD_X_ASG_SKLV_FLF_ROS_X,,,X,Video,Digital Billboard,Non-Skippable Video,Geographic,Day Parting,None,None,RunOfSchools,,,NCM_NEVD_X_X_ASG_VID_DBB_SKLV_FLF_NSV_ROS_GE-DP-XX-XX_RunOfSchools_X_1127-1206,Pre-Premiere,X,NCM_NEVD_X_PPR_SKLV_X_X,Nick Consumer Marketing,Lemoncello,N/A,OnDemand,X,01,Not Applicable,30s,11,27,01,03,NCM_NEVD_X_PPR_OD_NCM-LMCL-X-X_01_XX_30s_1127-0103,/?xid=crm_NCM_NEVD_X_SKLV
MTV,Teen Mum,S01,Tune-In,X,2017,10,04,2017,10,09,MTV_TNUK_S01_TI_X_20171004-20171009,ASG,Google Search,Dynamic CPC,Run of Site,X,MTV_TNUK_S01_ASG_GSRC_DCC_ROS_X,E01,E01,X,Search,Desktop/Mobile/Tablet,Text Link,Behavioral,None,None,None,X,1,1,MTV_TNUK_S01_E01-E01_ASG_SRC_DMT_GSRC_DCC_TXT_ROS_BT-XX-XX-XX_X_1x1_1004-1009,Pre-Premiere,MC-1004-1009,MTV_TNUK_S01_PPR_GSRC_1x1_MC-1004-1009,N/A,N/A,N/A,Multiple Creative Rotation (tracking pixel),Freefrom,01,Not Applicable,,10,08,10,09,MTV_TNUK_S01_PPR_MC_Freefrom_01_XX_1x1_1008-1009,/?xrs=crm_MTV_TNUK_S01_GSRC
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,Q4,2017,10,01,,12,31,NCM_NEVD_X_TI_Q4_20171001-20171231,ASG,Google Search,CPC,Run of Site,LSBS,NCM_NEVD_X_ASG_GSRC_CPC_ROS_LSBS,,,X,Search,Desktop/Mobile/Tablet,Text Link,Behavioral,None,Behavioral,None,Keyword,1,1,NCM_NEVD_X_X_ASG_SRC_DMT_GSRC_CPC_TXT_ROS_BT-XX-BT-XX_Keyword_1x1_1001-1231,Always On,LSBS-1003-1004,NCM_NEVD_X_AON_GSRC_1x1_LSBS-1003-1004,Nick Consumer Marketing,Loud House / Spongebob Halloween,N/A,Coming Soon,HalloweenOverview,01,Not Applicable,15s,10,12,10,12,NCM_NEVD_X_AON_CS_NCM-LHSP-X-HalloweenOverview_01_XX_1x1_1012-1012,/?xid=crm_NCM_NEVD_X_GSRC
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,Q4,2017,10,01,,12,31,NCM_NEVD_X_TI_Q4_20171001-20171231,ASG,SkoolLive,Flat Fee,Run of Network,X,NCM_NEVD_X_ASG_SKLV_FLF_RON_X,,,X,Video,Desktop/Mobile/Tablet,Skippable Video,Geographic,Day Parting,None,None,RunOfSchools,,,NCM_NEVD_X_X_ASG_VID_DMT_SKLV_FLF_SVD_RON_GE-DP-XX-XX_RunOfSchools_X_1001-1231,Always On,X,NCM_NEVD_X_AON_SKLV_X_X,Nick Consumer Marketing,Loud House / Spongebob Halloween,N/A,Coming Soon,X,01,Not Applicable,15s,10,14,10,15,NCM_NEVD_X_AON_CS_NCM-LHSP-X-X_01_XX_15s_1014-1015,/?xid=crm_NCM_NEVD_X_SKLV
Content Distribution,Pumpkin Spice Latte,N/A,Awareness,X,2017,10,17,2017,10,19,CDI_PSLX_X_AW_X_20171017-20171019,ASG,Pandora,CPM,Run of Site,Phase2,CDI_PSLX_X_ASG_PDRA_CPM_ROS_Phase2,,,X,Audio,Desktop/Mobile/Tablet,Custom,Demographic,None,None,None,Phase2-MultiV1,1,1,CDI_PSLX_X_X_ASG_AUD_DMT_PDRA_CPM_CTM_ROS_DM-XX-XX-XX_Phase2-MultiV1_1x1_1017-1019,Always On,Phase2-Audio-MultiV1,CDI_PSLX_X_AON_PDRA_1x1_Phase2-Audio-MultiV1,N/A,N/A,N/A,Now,Audio-MultiV1,02,Not Applicable,,10,17,10,19,CDI_PSLX_X_AON_NW_Audio-MultiV1_02_XX_1x1_1017-1019,/?xrs=crm_CDI_PSLX_X_PDRA
VH1,Martha & Snoop,S02,Tune-In,X,2017,10,13,2017,10,16,VH1_MASP_S02_TI_X_20171013-20171016,ASG,YouTube,Dynamic CPM,Run of Site,Bumpers,VH1_MASP_S02_ASG_YTBE_DCI_ROS_Bumpers,E01,E01,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,VMN1P-YTRemarketing-Keywords,1,1,VH1_MASP_S02_E01-E01_ASG_VID_DMT_YTBE_DCI_NSV_ROS_BT-XX-XX-XX_VMN1P-YTRemarketing-Keywords_X_1013-1016,Pre-Premiere,Bumpers,VH1_MASP_S02_PPR_YTBE_X_Bumpers,N/A,N/A,N/A,Tomorrow,X,01,Not Applicable,20s,10,15,10,15,VH1_MASP_S02_PPR_TM_X_01_XX_20s_1015-1015,/?xrs=crm_VH1_MASP_S02_YTBE
VH1,Scared Famous,S01,Tune-In,X,2017,10,13,2017,10,30,VH1_SCFM_S01_TI_X_20171013-20171030,ASG,YouTube,Dynamic CPM,Run of Site,Bumpers,VH1_SCFM_S01_ASG_YTBE_DCI_ROS_Bumpers,E01,E02,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,VMN-YTRemarketing-Keywords,1,1,VH1_SCFM_S01_E01-E02_ASG_VID_DMT_YTBE_DCI_NSV_ROS_BT-XX-XX-XX_VMN-YTRemarketing-Keywords_X_1013-1030,Pre-Premiere,Bumpers,VH1_SCFM_S01_PPR_YTBE_X_Bumpers,N/A,N/A,N/A,Tonight,X,01,Not Applicable,15s,10,13,10,30,VH1_SCFM_S01_PPR_TN_X_01_XX_15s_1013-1030,/?xrs=crm_VH1_SCFM_S01_YTBE
VH1,Black Ink Crew: Chicago,S3B,Tune-In,X,2017,10,16,2017,10,25,VH1_BICC_S3B_TI_X_20171016-20171025,ASG,Twitter,Value Add,Run of Site,X,VH1_BICC_S3B_ASG_TWTR_VAD_ROS_X,E01,E02,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,Handles-Keywords-TVTargeting,,,VH1_BICC_S3B_E01-E02_ASG_VID_DMT_TWTR_VAD_NSV_ROS_BT-XX-XX-XX_Handles-Keywords-TVTargeting_X_1016-1025,Pre-Premiere,X,VH1_BICC_S3B_PPR_TWTR_X_X,N/A,N/A,N/A,Now,X,01,Not Applicable,Live,10,16,10,16,VH1_BICC_S3B_PPR_NW_X_01_XX_Live_1016-1016,/?xrs=crm_VH1_BICC_S3B_TWTR
Nick Consumer Marketing,Loud House,S04,Tune-In,X,2017,10,21,2017,01,21,NCM_LDHS_S04_TI_X_20171021-20170121,ASG,Playwire,CPM,Run of Site,X,NCM_LDHS_S04_ASG_PLWR_CPM_ROS_X,,,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Contextual,Day Parting,None,None,X,,,,Pre-Premiere,x,NCM_LDHS_S04_PPR_PLWR_X_x,Nick Consumer Marketing,Henry Danger,N/A,Coming Soon,Playwire,01,Not Applicable,10s,10,16,10,21,NCM_LDHS_S04_PPR_CS_Playwire_01_XX_10s_1016-1021,/?xid=crm_NCM_LDHS_S04_PLWR
Nick Retail,Ad Hoc,N/A,Product,HalloweenPiratePupsTarget,2017,10,23,2017,10,28,NKR_ADHC_X_PD_HalloweenPiratePupsTarget_20171023-20171028,ASG,Facebook,CPM,Run of Site,X,NKR_ADHC_X_ASG_FCBK_CPM_ROS_X,,,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Demographic,None,None,None,ParentsWithKids2-5,,,NKR_ADHC_X_X_ASG_VID_DMT_FCBK_CPM_NSV_ROS_DM-XX-XX-XX_ParentsWithKids2-5_X_1023-1028,Consumer Product,X,NKR_ADHC_X_CRP_FCBK_X_X,N/A,N/A,N/A,Multiple Creative Rotation (tracking pixel),PawPatrolHalloweenTarget,01,Not Applicable,30s,10,23,10,28,NKR_ADHC_X_CRP_MC_PawPatrolHalloweenTarget_01_XX_30s_1023-1028,/?xid=crm_NKR_ADHC_X_FCBK
Rate My Professor ,Ratings Boost,N/A,Awareness,X,2017,10,30,2017,01,26,RMP_RTBT_X_AW_X_20171030-20170126,ASG,Facebook,Dynamic CPM,Run of Site,X,RMP_RTBT_X_ASG_FCBK_DCI_ROS_X,,,X,Social,Desktop/Mobile/Tablet,Static Image,Demographic,None,None,None,FB-Student-Status-School,1,1,RMP_RTBT_X_X_ASG_SOC_DMT_FCBK_DCI_IMG_ROS_DM-XX-XX-XX_FB-Student-Status-School_1x1_1030-0126,Social Boost,X,RMP_RTBT_X_SLB_FCBK_1x1_X,N/A,N/A,N/A,Multiple Creative Rotation (tracking pixel),X,01,Not Applicable,,10,30,01,26,RMP_RTBT_X_SLB_MC_X_01_XX_1x1_1030-0126,/?xrs=crm_RMP_RTBT_X_FCBK
VH1,Love & Hip Hop: New York,S08,Tune-In,X,2017,10,26,2017,11,06,VH1_LHHN_S08_TI_X_20171026-20171106,ASG,Google Search,Value Add,Run of Site,X,VH1_LHHN_S08_ASG_GSRC_VAD_ROS_X,E01,E02,X,Search,Desktop/Mobile/Tablet,Text Link,Behavioral,None,None,None,SearchKeywords,1,1,VH1_LHHN_S08_E01-E02_ASG_SRC_DMT_GSRC_VAD_TXT_ROS_BT-XX-XX-XX_SearchKeywords_1x1_1026-1106,Pre-Premiere,X,VH1_LHHN_S08_PPR_GSRC_1x1_X,N/A,N/A,N/A,Tonight,X,01,Not Applicable,30s,10,30,10,30,VH1_LHHN_S08_PPR_TN_X_01_XX_1x1_1030-1030,/?xrs=crm_VH1_LHHN_S08_GSRC
Nick Jr,Always On,N/A,Tune-In,Q4,2017,10,23,2017,12,31,NKJ_NJAO_X_TI_Q4_20171023-20171231,ASG,Google Search,Dynamic CPC,Run of Site,X,NKJ_NJAO_X_ASG_GSRC_DCC_ROS_X,,,X,Search,Desktop/Mobile/Tablet,Text Link,Behavioral,None,none,None,BrandedKW,1,1,NKJ_NJAO_X_X_ASG_SRC_DMT_GSRC_DCC_TXT_ROS_BT-XX-XX-XX_BrandedKW_1x1_1023-1231,Always On,NonBrand-SunnyDay-MC-1023-1103,NKJ_NJAO_X_AON_GSRC_1x1_NonBrand-SunnyDay-MC-1023-1103,N/A,N/A,N/A,Multiple Creative Rotation (tracking pixel),X,01,Not Applicable,,10,23,12,31,NKJ_NJAO_X_AON_MC_X_01_XX_1x1_1023-1231,/?xid=crm_NKJ_NJAO_X_GSRC
TV Land,Teachers,S2B,Tune-In,X,2017,11,07,2017,12,05,TVL_TCHS_S2B_TI_X_20171107-20171205,ASG,Facebook,Dynamic CPA,Run of Site,PotentialFans-FanAcq,TVL_TCHS_S2B_ASG_FCBK_DCA_ROS_PotentialFans-FanAcq,E01,E01,X,Social,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,Demographic,None,None,PF-FanAcq-FBInt-FBPageLikers,,,TVL_TCHS_S2B_E01-E01_ASG_SOC_DMT_FCBK_DCA_NSV_ROS_BT-DM-XX-XX_PF-FanAcq-FBInt-FBPageLikers_X_1107-1205,Pre-Premiere,PF-FanAcq,TVL_TCHS_S2B_PPR_FCBK_X_PF-FanAcq,N/A,N/A,N/A,Multiple Creative Rotation (tracking pixel),X,01,Not Applicable,05s,11,05,12,04,TVL_TCHS_S2B_PPR_MC_X_01_XX_05s_1105-1204,/?xrs=crm_TVL_TCHS_S2B_FCBK
Nick Jr,12 Days of Nick Jr.,N/A,Social Acquisition,X,2017,11,06,,12,01,NKJ_12DS_X_AC_X_20171106-20171201,ASG,Twitter,Dynamic CPE (Cost per Engagement),Run of Site,X,NKJ_12DS_X_ASG_TWTR_DCE_ROS_X,,,X,Social,Desktop/Mobile/Tablet,Animated GIF,Behavioral,Demographic,None,None,PreLaunch,1080,1080,NKJ_12DS_X_X_ASG_SOC_DMT_TWTR_DCE_GIF_ROS_BT-DM-XX-XX_PreLaunch_1080x1080_1106-1201,Pre-Premiere,Pre-Launch,NKJ_12DS_X_PPR_TWTR_1080x1080_Pre-Launch,N/A,N/A,N/A,Sign Up,ParentsInterest,01,Not Applicable,,11,14,11,19,NKJ_12DS_X_PPR_SP_ParentsInterest_01_XX_1080x1080_1114-1119,/?xid=crm_NKJ_12DS_X_TWTR
MTV,Floribama Shore,S01,Tune-In,X,2017,11,01,,12,04,MTV_FBSH_S01_TI_X_20171101-20171204,ASG,YouTube,Dynamic CPV (Cost per View),Run of Site,X,MTV_FBSH_S01_ASG_YTBE_DVW_ROS_X,E08,E08,X,Video,Desktop/Mobile/Tablet,Skippable Video,Behavioral,None,None,None,Finale-VMN1P-YTKW,,,MTV_FBSH_S01_E08-E08_ASG_VID_DMT_YTBE_DVW_SVD_ROS_BT-XX-XX-XX_Finale-VMN1P-YTKW_X_1101-1204,Sustaining,Finale,MTV_FBSH_S01_SUS_YTBE_X_Finale,N/A,N/A,N/A,Tonight,Finale,01,Not Applicable,01m,01,08,01,08,MTV_FBSH_S01_SUS_TN_Finale_01_XX_01m_0108-0108,/?xrs=crm_MTV_FBSH_S01_YTBE
MTV,Teen Mom OG,S02,Tune-In,X,2017,11,22,2017,12,04,MTV_TMOG_S02_TI_X_20171122-20171204,ASG,DBM,Dynamic CPM,Run of Exchange,VMN1P-YTRM-KW-Samba,MTV_TMOG_S02_ASG_GDBM_DCI_ROE_VMN1P-YTRM-KW-Samba,E01,E02,X,Display Banner,Desktop/Mobile/Tablet,Static Image,Behavioral,None,None,None,VMN1P-YTRM-KW-Samba,300,250,MTV_TMOG_S02_E01-E02_ASG_DIS_DMT_GDBM_DCI_IMG_ROE_BT-XX-XX-XX_VMN1P-YTRM-KW-Samba_300x250_1122-1204,Pre-Premiere,X,MTV_TMOG_S02_PPR_GDBM_300x250_X,N/A,N/A,N/A,Monday,Hero,01,Not Applicable,,11,22,11,25,MTV_TMOG_S02_PPR_MO_Hero_01_XX_300x250_1122-1125,/?xrs=crm_MTV_TMOG_S02_GDBM
Nick Consumer Marketing,Nick Everyday,N/A,Tune-In,Q4,2017,10,01,,12,31,NCM_NEVD_X_TI_Q4_20171001-20171231,ASG,Battery Pop,CPM,Run of Site,X,NCM_NEVD_X_ASG_BYPP_CPM_ROS_X,,,X,Video,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,X,,,NCM_NEVD_X_X_ASG_VID_DMT_BYPP_CPM_NSV_ROS_BT-XX-XX-XX_X_X_1001-1231,Social Boost,X,NCM_NEVD_X_SLB_BYPP_X_X,Nick Consumer Marketing,Sponge Bob Square Pants - You Bring The Color,N/A,This Week,X,01,Not Applicable,15s,11,05,11,08,NCM_NEVD_X_SLB_TW_NCM-SBYC-X-X_01_XX_15s_1105-1108,/?xid=crm_NCM_NEVD_X_BYPP
MTV,The Challenge: Champs Vs. Stars,N/A,Tune-In,X,2017,11,15,2017,12,05,MTV_CVSR_X_TI_X_20171115-20171205,ASG,Twitter,Dynamic CPV (Cost per View),Run of Site,X,MTV_CVSR_X_ASG_TWTR_DVW_ROS_X,E01,E03,X,Social,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,Hshtg-KW-HDL-TVConvoTrgtg,,,MTV_CVSR_X_X_ASG_SOC_DMT_TWTR_DVW_NSV_ROS_BT-XX-XX-XX_Hshtg-KW-HDL-TVConvoTrgtg_X_1115-1205,Pre-Premiere,X,MTV_CVSR_X_PPR_TWTR_X_X,N/A,N/A,N/A,Tuesday,RiffRaff,01,Not Applicable,05s,11,17,11,19,MTV_CVSR_X_PPR_TU_RiffRaff_01_XX_05s_1117-1119,/?xrs=crm_MTV_CVSR_X_TWTR
Nick Publishing,Avatar,N/A,Product,ITunes,2017,11,13,2017,11,17,NKP_AVTR_X_PD_ITunes_20171113-20171117,ASG,Facebook,Dynamic CPV (Cost per View),Run of Site,X,NKP_AVTR_X_ASG_FCBK_DVW_ROS_X,,,X,Social,Desktop/Mobile/Tablet,Non-Skippable Video,Demographic,Behavioral,None,None,X,1,1,NKP_AVTR_X_X_ASG_SOC_DMT_FCBK_DVW_NSV_ROS_DM-BT-XX-XX_X_X_1113-1117,Consumer Product,X,NKP_AVTR_X_CRP_FCBK_X_X,N/A,N/A,N/A,Now,X,01,Not Applicable,15s,11,13,11,17,NKP_AVTR_X_CRP_NW_X_01_XX_15s_1113-1117,/?xid=crm_NKP_AVTR_X_FCBK
Nick Consumer Marketing,Hey Arnold,N/A,Tune-In,TGW,2017,11,19,2017,11,24,NCM_HYAD_X_TI_TGW_20171119-20171124,ASG,Twitter,Dynamic CPV (Cost per View),Run of Site,X,NCM_HYAD_X_ASG_TWTR_DVW_ROS_X,,,X,Social,Desktop/Mobile/Tablet,Non-Skippable Video,Behavioral,None,None,None,KW-HAshtgs-Flwr-TVComvrstnTrgt,,,NCM_HYAD_X_X_ASG_SOC_DMT_TWTR_DVW_NSV_ROS_BT-XX-XX-XX_KW-HAshtgs-Flwr-TVComvrstnTrgt_X_1119-1124,Pre-Premiere,X,NCM_HYAD_X_PPR_TWTR_X_X,N/A,N/A,N/A,Friday,X,01,Not Applicable,30s,11,22,11,22,NCM_HYAD_X_PPR_FR_X_01_XX_30s_1122-1122,/?xid=crm_NCM_HYAD_X_TWTR
Nick Consumer Marketing,Danger Games,N/A,Tune-In,X,2017,11,20,2017,11,26,NCM_DGGM_X_TI_X_20171120-20171126,ASG,Snapchat,CPM,Run of Site,X,NCM_DGGM_X_ASG_SNPC_CPM_ROS_X,,,TGW,Social,Desktop/Mobile/Tablet,Skippable Video,Behavioral,Demographic,Retargeting,None,1P-TKids-KCAVwrs-ComTV-Vwrshp,,,NCM_DGGM_X_TGW_ASG_SOC_DMT_SNPC_CPM_SVD_ROS_BT-DM-RT-XX_1P-TKids-KCAVwrs-ComTV-Vwrshp_X_1120-1126,Pre-Premiere,X,NCM_DGGM_X_PPR_SNPC_X_X,N/A,N/A,N/A,This Week,TGW,01,Not Applicable,30s,11,24,11,25,NCM_DGGM_X_PPR_TW_TGW_01_XX_30s_1124-1125,/?xid=crm_NCM_DGGM_X_SNPC
Nick Consumer Marketing,Halo Awards,Tentpole,Tune-In,X,2017,11,23,2017,11,26,NCM_HLAW_TPL_TI_X_20171123-20171126,ASG,Twitter,Dynamic CPE (Cost per Engagement),Run of Site,TGW,NCM_HLAW_TPL_ASG_TWTR_DCE_ROS_TGW,,,X,Social,Desktop/Mobile/Tablet,Static Image,Conquesting,None,None,None,Channel-List-TGW,1,1,NCM_HLAW_TPL_X_ASG_SOC_DMT_TWTR_DCE_IMG_ROS_CQ-XX-XX-XX_Channel-List-TGW_1x1_1123-1126,Pre-Premiere,X,NCM_HLAW_TPL_PPR_TWTR_1x1_X,N/A,N/A,N/A,Tonight,KellyClarkson-TGW,01,Not Applicable,,11,26,11,26,NCM_HLAW_TPL_PPR_TN_KellyClarkson-TGW_01_XX_1x1_1126-1126,/?xid=crm_NCM_HLAW_TPL_TWTR
